building_id,edge_no,x_epsg5179,y_epsg5179,lat,lon,alt
BLD01000000366VK4,7,1163416.9570855685,1732475.9715247347,35.57484734121992,129.30344512970578,144.929993
BLD01000000366VK4,8,1163415.707897512,1732478.2443770443,35.57486803061831,129.30343180921597,142.039993
BLD01000000366VK4,8,1163415.707897512,1732478.2443770443,35.57486803061831,129.30343180921597,144.929993
BLD01000000366VL5,1,1163450.758706732,1732483.8920601245,35.574913141278145,129.3038195948271,145.080002
BLD01000000366VL5,1,1163450.758706732,1732483.8920601245,35.574913141278145,129.3038195948271,147.460007
BLD01000000366VL5,1,1163443.548308714,1732480.8800139455,35.574887186939435,129.30373944842734,145.080002
BLD01000000366VL5,1,1163443.548308714,1732480.8800139455,35.574887186939435,129.30373944842734,147.460007
BLD01000000366VL5,2,1163436.3379106962,1732477.8679677667,35.57486123254579,129.30365930207734,145.080002
BLD01000000366VL5,2,1163436.3379106962,1732477.8679677667,35.57486123254579,129.30365930207734,147.460007
BLD01000000366VL5,3,1163432.367913188,1732487.149793258,35.57494553675576,129.30361738487852,145.080002
BLD01000000366VL5,3,1163432.367913188,1732487.149793258,35.57494553675576,129.30361738487852,147.460007
BLD01000000366VL5,3,1163439.8032439165,1732490.2567314315,35.5749723092136,129.303700031706,145.080002
BLD01000000366VL5,3,1163439.8032439165,1732490.2567314315,35.5749723092136,129.303700031706,147.460007
BLD01000000366VL5,4,1163447.2385746448,1732493.3636696048,35.57499908161299,129.30378267858646,145.080002
BLD01000000366VL5,4,1163447.2385746448,1732493.3636696048,35.57499908161299,129.30378267858646,147.460007
BLD01000000367CUW,1,1163848.2893089987,1732514.3065536402,35.57512152057085,129.3082108972069,172.160004
BLD01000000367CUW,1,1163848.2893089987,1732514.3065536402,35.57512152057085,129.3082108972069,178.179993
BLD01000000367CUW,2,1163853.2599114422,1732510.863189928,35.575089665961684,129.3082650301322,172.160004
BLD01000000367CUW,2,1163853.2599114422,1732510.863189928,35.575089665961684,129.3082650301322,178.179993
BLD01000000367CUW,3,1163845.7462981811,1732500.1847577642,35.57499467473291,129.30817998432386,172.160004
BLD01000000367CUW,3,1163845.7462981811,1732500.1847577642,35.57499467473291,129.30817998432386,178.179993
BLD01000000367CUW,3,1163839.5175295828,1732504.409226182,35.5750337769212,129.3081121308892,172.160004
BLD01000000367CUW,3,1163839.5175295828,1732504.409226182,35.5750337769212,129.3081121308892,178.179993
BLD01000000367CUW,4,1163833.2887609845,1732508.6336945998,35.57507287907296,129.30804427738775,172.160004
BLD01000000367CUW,4,1163833.2887609845,1732508.6336945998,35.57507287907296,129.30804427738775,178.179993
BLD01000000367CUW,5,1163832.152259092,1732514.308868783,35.57512421229414,129.30803289034444,172.160004
BLD01000000367CUW,5,1163832.152259092,1732514.308868783,35.57512421229414,129.30803289034444,178.179993
BLD01000000367CUW,5,1163837.8408360304,1732523.0638925561,35.57520217177753,129.3080974145229,172.160004
BLD01000000367CUW,5,1163837.8408360304,1732523.0638925561,35.57520217177753,129.3080974145229,178.179993
BLD01000000367CUW,6,1163843.5294129688,1732531.8189163292,35.57528013122171,129.30816193882836,172.160004
BLD01000000367CUW,6,1163843.5294129688,1732531.8189163292,35.57528013122171,129.30816193882836,178.179993
BLD01000000367CUW,7,1163854.7921594386,1732523.5746894237,35.575203969376695,129.30828450774717,172.160004
BLD01000000367CUW,7,1163854.7921594386,1732523.5746894237,35.575203969376695,129.30828450774717,178.179993
BLD0100000037WSCK,1,1163671.213272546,1732509.4569605086,35.5751071092599,129.30625659382102,162.369995
BLD0100000037WSCK,1,1163671.213272546,1732509.4569605086,35.5751071092599,129.30625659382102,176.100006
BLD0100000037WSCK,2,1163659.217008734,1732504.586145884,35.575065196432526,129.30612327758314,162.369995
BLD0100000037WSCK,2,1163659.217008734,1732504.586145884,35.575065196432526,129.30612327758314,176.100006
BLD0100000037WSCK,2,1163655.37049425,1732514.0319530647,35.57515095882736,129.30608275823164,176.100006
BLD0100000037WSCK,3,1163651.523979766,1732523.4777602456,35.57523672120994,129.30604223879712,176.100006
BLD0100000037WSCK,4,1163663.554144816,1732528.4657073922,35.57527968412249,129.30617595295408,162.369995
BLD0100000037WSCK,4,1163663.554144816,1732528.4657073922,35.57527968412249,129.30617595295408,176.100006
BLD0100000037WSCK,4,1163667.383708681,1732518.9613339505,35.57519339669726,129.30621627342907,162.369995
BLD0100000037WSCK,4,1163667.383708681,1732518.9613339505,35.57519339669726,129.30621627342907,176.100006
BLD0100000036645Y,1,1163655.325269454,1732506.4500417328,35.57508263743544,129.30608072507994,161.860001
BLD0100000036645Y,1,1163655.325269454,1732506.4500417328,35.57508263743544,129.30608072507994,171.199997
BLD0100000036645Y,2,1163657.140563478,1732501.7516218806,35.57503999473865,129.30609979876687,161.860001
BLD0100000036645Y,2,1163657.140563478,1732501.7516218806,35.57503999473865,129.30609979876687,171.199997
BLD0100000036645Y,3,1163649.248060858,1732498.9013506598,35.57501561263747,129.30601216003032,161.860001
BLD0100000036645Y,3,1163649.248060858,1732498.9013506598,35.57501561263747,129.30601216003032,171.199997
BLD0100000036645Y,4,1163645.338756999,1732509.2471617772,35.57510949629546,129.3059711300667,161.860001
BLD0100000036645Y,4,1163645.338756999,1732509.2471617772,35.57510949629546,129.3059711300667,171.199997
BLD01000000366470,1,1163641.4591266667,1732509.73122446,35.575114500062476,129.3059284318789,161.619995
BLD01000000366470,1,1163641.4591266667,1732509.73122446,35.575114500062476,129.3059284318789,166.419998
BLD01000000366470,2,1163628.252302313,1732504.6337105292,35.5750707439347,129.30578171624916,161.619995
BLD01000000366470,2,1163628.252302313,1732504.6337105292,35.5750707439347,129.30578171624916,166.419998
BLD01000000366470,3,1163624.164175379,1732514.8484731782,35.57516347605953,129.3057386868779,161.619995
BLD01000000366470,3,1163624.164175379,1732514.8484731782,35.57516347605953,129.3057386868779,166.419998
BLD01000000366470,4,1163637.2195017869,1732520.038750684,35.575208093272174,129.30588375025434,161.619995
