receiver_id,building_id,edge_no,ground_factor,type,grid_id,grid_order,x_epsg5179,y_epsg5179,lat,lon,alt
1101,,,1.0000000,terrain,0009_0008,10,1163995.0000000,1732865.0000000,35.5782577,129.3099004,165.3246864
1102,,,1.0000000,terrain,0009_0008,10,1163995.0000000,1732855.0000000,35.5781676,129.3098983,166.5660084
1103,,,1.0000000,terrain,0009_0008,10,1163985.0000000,1732855.0000000,35.5781692,129.3097880,166.7362083
1104,,,1.0000000,terrain,0009_0008,10,1163975.0000000,1732855.0000000,35.5781709,129.3096777,166.4910799
1105,,,1.0000000,terrain,0009_0008,10,1163965.0000000,1732855.0000000,35.5781725,129.3095674,166.3028715
1106,,,1.0000000,terrain,0009_0008,10,1163955.0000000,1732855.0000000,35.5781742,129.3094571,166.2167981
1107,,,1.0000000,terrain,0009_0008,10,1163945.0000000,1732855.0000000,35.5781759,129.3093468,165.0810111
1108,,,1.0000000,terrain,0009_0008,10,1163935.0000000,1732855.0000000,35.5781775,129.3092365,162.9960269
1109,,,1.0000000,terrain,0009_0008,10,1163925.0000000,1732855.0000000,35.5781792,129.3091262,161.6461385
1110,,,0.8596268,terrain,0009_0008,10,1163915.0000000,1732855.0000000,35.5781808,129.3090158,161.2708213
1111,,,0.1348207,terrain,0009_0008,10,1163905.0000000,1732855.0000000,35.5781825,129.3089055,158.8561117
1112,,,0.0000000,terrain,0009_0008,10,1163905.0000000,1732845.0000000,35.5780924,129.3089035,158.2853095
1113,,,0.1411150,terrain,0009_0008,10,1163915.0000000,1732845.0000000,35.5780907,129.3090138,160.9693297
1114,,,0.8634643,terrain,0009_0008,10,1163925.0000000,1732845.0000000,35.5780891,129.3091241,161.6108168
1115,,,1.0000000,terrain,0009_0008,10,1163935.0000000,1732845.0000000,35.5780874,129.3092344,163.7276767
1116,,,1.0000000,terrain,0009_0008,10,1163945.0000000,1732845.0000000,35.5780857,129.3093448,166.2492432
1117,,,1.0000000,terrain,0009_0008,10,1163955.0000000,1732845.0000000,35.5780841,129.3094551,166.4486397
1118,,,1.0000000,terrain,0009_0008,10,1163965.0000000,1732845.0000000,35.5780824,129.3095654,166.7239189
1119,,,1.0000000,terrain,0009_0008,10,1163975.0000000,1732845.0000000,35.5780808,129.3096757,167.2022761
1120,,,1.0000000,terrain,0009_0008,10,1163985.0000000,1732845.0000000,35.5780791,129.3097860,168.6596507
1121,,,1.0000000,terrain,0009_0008,10,1163995.0000000,1732845.0000000,35.5780775,129.3098963,169.2516443
1122,,,0.9366612,terrain,0009_0008,10,1163995.0000000,1732835.0000000,35.5779873,129.3098943,171.4938718
1123,,,1.0000000,terrain,0009_0008,10,1163985.0000000,1732835.0000000,35.5779890,129.3097840,171.1726131
1124,,,1.0000000,terrain,0009_0008,10,1163975.0000000,1732835.0000000,35.5779907,129.3096737,170.2418038
1125,,,1.0000000,terrain,0009_0008,10,1163965.0000000,1732835.0000000,35.5779923,129.3095634,167.2687231
1126,,,1.0000000,terrain,0009_0008,10,1163955.0000000,1732835.0000000,35.5779940,129.3094530,166.4756268
1127,,,1.0000000,terrain,0009_0008,10,1163945.0000000,1732835.0000000,35.5779956,129.3093427,166.2080885
1128,,,1.0000000,terrain,0009_0008,10,1163935.0000000,1732835.0000000,35.5779973,129.3092324,164.0176725
1129,,,0.2152313,terrain,0009_0008,10,1163925.0000000,1732835.0000000,35.5779989,129.3091221,161.5241553
1130,,,0.0000000,terrain,0009_0008,10,1163915.0000000,1732835.0000000,35.5780006,129.3090118,160.8477646
1131,,,0.3061124,terrain,0009_0008,10,1163905.0000000,1732835.0000000,35.5780022,129.3089015,158.4650348
1132,,,0.8574448,terrain,0009_0008,10,1163905.0000000,1732825.0000000,35.5779121,129.3088994,158.0777611
1133,,,0.1347249,terrain,0009_0008,10,1163915.0000000,1732825.0000000,35.5779105,129.3090098,159.8831987
1134,,,0.0165681,terrain,0009_0008,10,1163925.0000000,1732825.0000000,35.5779088,129.3091201,160.3546755
1135,,,0.5054394,terrain,0009_0008,10,1163935.0000000,1732825.0000000,35.5779072,129.3092304,163.1846081
1136,,,1.0000000,terrain,0009_0008,10,1163945.0000000,1732825.0000000,35.5779055,129.3093407,165.8873203
1137,,,1.0000000,terrain,0009_0008,10,1163955.0000000,1732825.0000000,35.5779038,129.3094510,166.5599283
1138,,,1.0000000,terrain,0009_0008,10,1163965.0000000,1732825.0000000,35.5779022,129.3095613,167.8225696
1139,,,1.0000000,terrain,0009_0008,10,1163975.0000000,1732825.0000000,35.5779005,129.3096716,170.8757893
1140,,,0.9340137,terrain,0009_0008,10,1163985.0000000,1732825.0000000,35.5778989,129.3097820,171.4963969
1141,,,0.2700879,terrain,0009_0008,10,1163995.0000000,1732825.0000000,35.5778972,129.3098923,171.4014462
1142,BLD010000003666VQ,4,,building,0009_0008,10,1163995.2994026,1732817.8888118,35.5778331,129.3098941,176.8600010
1143,BLD010000003666VQ,4,,building,0009_0008,10,1163995.2994026,1732817.8888118,35.5778331,129.3098941,171.0000000
1144,,,0.2626037,terrain,0009_0008,10,1163985.0000000,1732815.0000000,35.5778088,129.3097799,171.1989540
1145,,,0.7415943,terrain,0009_0008,10,1163975.0000000,1732815.0000000,35.5778104,129.3096696,169.3733310
1146,,,1.0000000,terrain,0009_0008,10,1163965.0000000,1732815.0000000,35.5778121,129.3095593,167.2172974
1147,,,1.0000000,terrain,0009_0008,10,1163955.0000000,1732815.0000000,35.5778137,129.3094490,166.4954957
1148,,,0.5142314,terrain,0009_0008,10,1163945.0000000,1732815.0000000,35.5778154,129.3093387,164.9348114
1149,,,0.0179079,terrain,0009_0008,10,1163935.0000000,1732815.0000000,35.5778170,129.3092284,161.5606048
1150,,,0.1309452,terrain,0009_0008,10,1163925.0000000,1732815.0000000,35.5778187,129.3091180,157.8372525
1151,,,0.8510927,terrain,0009_0008,10,1163915.0000000,1732815.0000000,35.5778203,129.3090077,156.6708195
1152,,,0.7027981,terrain,0009_0008,10,1163905.0000000,1732815.0000000,35.5778220,129.3088974,155.9600852
1153,,,0.1476806,terrain,0009_0008,10,1163905.0000000,1732805.0000000,35.5777319,129.3088954,152.1550506
1154,,,0.8690715,terrain,0009_0008,10,1163915.0000000,1732805.0000000,35.5777302,129.3090057,155.5109118
1155,,,0.8446898,terrain,0009_0008,10,1163925.0000000,1732805.0000000,35.5777286,129.3091160,156.8455112
1156,,,0.1272164,terrain,0009_0008,10,1163935.0000000,1732805.0000000,35.5777269,129.3092263,159.9853412
1157,,,0.0192986,terrain,0009_0008,10,1163945.0000000,1732805.0000000,35.5777253,129.3093366,162.8351967
1158,,,0.2011331,terrain,0009_0008,10,1163955.0000000,1732805.0000000,35.5777236,129.3094470,166.1525452
1159,,,0.5223770,terrain,0009_0008,10,1163965.0000000,1732805.0000000,35.5777219,129.3095573,166.6466616
1160,,,0.0374247,terrain,0009_0008,10,1163975.0000000,1732805.0000000,35.5777203,129.3096676,168.0127565
1161,BLD010000003666UP,3,,building,0009_0008,10,1163977.2669403,1732800.7171852,35.5776813,129.3096917,175.3300020
1162,BLD010000003666UP,3,,building,0009_0008,10,1163977.2669403,1732800.7171852,35.5776813,129.3096917,169.9600070
1163,BLD010000003666UP,4,,building,0009_0008,10,1163983.0525986,1732808.3610758,35.5777492,129.3097571,175.3300020
1164,BLD010000003666UP,4,,building,0009_0008,10,1163983.0525986,1732808.3610758,35.5777492,129.3097571,169.9600070
1165,BLD010000003666VQ,3,,building,0009_0008,10,1163988.1002535,1732807.7040017,35.5777425,129.3098126,176.8600010
1166,BLD010000003666VQ,3,,building,0009_0008,10,1163988.1002535,1732807.7040017,35.5777425,129.3098126,171.0000000
1167,BLD010000003666UP,4,,building,0009_0008,10,1163989.9333744,1732803.0481168,35.5777002,129.3098319,175.3300020
1168,BLD010000003666UP,4,,building,0009_0008,10,1163989.9333744,1732803.0481168,35.5777002,129.3098319,169.9600070
1169,BLD010000003666VQ,,,roof,0009_0008,10,1163995.8417205,1732809.2718073,35.5777553,129.3098984,177.8600010
1170,BLD010000003666VQ,2,,building,0009_0008,10,1163997.5707314,1732800.8029682,35.5776787,129.3099157,176.8600010
1171,BLD010000003666VQ,2,,building,0009_0008,10,1163997.5707314,1732800.8029682,35.5776787,129.3099157,171.0000000
1172,,,1.0000000,terrain,0008_0008,11,1163895.0000000,1732895.0000000,35.5785446,129.3088033,154.3362831
1173,,,0.6624764,terrain,0008_0008,11,1163885.0000000,1732895.0000000,35.5785463,129.3086930,152.8261665
1174,,,0.0100276,terrain,0008_0008,11,1163875.0000000,1732895.0000000,35.5785479,129.3085827,151.6520087
1175,,,0.3423761,terrain,0008_0008,11,1163865.0000000,1732895.0000000,35.5785496,129.3084724,151.5380246
1176,,,0.8309099,terrain,0008_0008,11,1163855.0000000,1732895.0000000,35.5785512,129.3083621,151.4194459
1177,,,0.1030542,terrain,0008_0008,11,1163845.0000000,1732895.0000000,35.5785529,129.3082517,150.9822116
1178,BLD010000003654SK,1,,building,0008_0008,11,1163843.9363255,1732893.1840599,35.5785367,129.3082396,150.7599950
1179,BLD010000003654SK,1,,building,0008_0008,11,1163843.9363255,1732893.1840599,35.5785367,129.3082396,149.2599950
1180,BLD010000003654SK,,,roof,0008_0008,11,1163836.7895469,1732898.3597470,35.5785845,129.3081619,151.7599950
1181,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732895.0000000,35.5785546,129.3081414,150.0973123
1182,BLD010000003654SK,2,,building,0008_0008,11,1163834.0740437,1732896.5897061,35.5785690,129.3081315,150.7599950
1183,BLD010000003654SK,2,,building,0008_0008,11,1163834.0740437,1732896.5897061,35.5785690,129.3081315,149.2599950
1184,,,0.0175721,terrain,0008_0008,11,1163825.0000000,1732895.0000000,35.5785562,129.3080311,148.7429927
1185,,,0.0058608,terrain,0008_0008,11,1163815.0000000,1732895.0000000,35.5785579,129.3079208,144.6632944
1186,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732895.0000000,35.5785595,129.3078105,138.9694103
1187,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732885.0000000,35.5784694,129.3078085,139.0816207
1188,,,0.0000000,terrain,0008_0008,11,1163815.0000000,1732885.0000000,35.5784677,129.3079188,147.3601053
1189,,,0.0000000,terrain,0008_0008,11,1163825.0000000,1732885.0000000,35.5784661,129.3080291,149.7614513
1190,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732885.0000000,35.5784644,129.3081394,150.8886417
1191,BLD010000003654SK,2,,building,0008_0008,11,1163838.5792889,1732889.6996999,35.5785062,129.3081798,150.7599950
1192,BLD010000003654SK,2,,building,0008_0008,11,1163838.5792889,1732889.6996999,35.5785062,129.3081798,149.2599950
1193,,,0.0000000,terrain,0008_0008,11,1163845.0000000,1732885.0000000,35.5784628,129.3082497,151.3735386
1194,,,0.4191386,terrain,0008_0008,11,1163855.0000000,1732885.0000000,35.5784611,129.3083600,151.5777899
1195,,,0.8873408,terrain,0008_0008,11,1163865.0000000,1732885.0000000,35.5784595,129.3084703,151.7339886
1196,,,0.1542783,terrain,0008_0008,11,1163875.0000000,1732885.0000000,35.5784578,129.3085807,152.5858740
1197,,,0.1198325,terrain,0008_0008,11,1163885.0000000,1732885.0000000,35.5784562,129.3086910,154.8956006
1198,,,0.8498903,terrain,0008_0008,11,1163895.0000000,1732885.0000000,35.5784545,129.3088013,156.0069123
1199,,,0.4364425,terrain,0008_0008,11,1163895.0000000,1732875.0000000,35.5783644,129.3087993,156.4988996
1200,,,0.0000000,terrain,0008_0008,11,1163885.0000000,1732875.0000000,35.5783660,129.3086889,156.0890322
1201,,,0.5698238,terrain,0008_0008,11,1163875.0000000,1732875.0000000,35.5783677,129.3085786,154.1923642
1202,,,0.4508897,terrain,0008_0008,11,1163865.0000000,1732875.0000000,35.5783694,129.3084683,151.5412067
1203,,,0.0091168,terrain,0008_0008,11,1163855.0000000,1732875.0000000,35.5783710,129.3083580,151.7887969
1204,,,0.0000000,terrain,0008_0008,11,1163845.0000000,1732875.0000000,35.5783727,129.3082477,151.9269135
1205,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732875.0000000,35.5783743,129.3081374,152.0403337
1206,,,0.0000000,terrain,0008_0008,11,1163825.0000000,1732875.0000000,35.5783760,129.3080271,150.6906989
1207,,,0.0000000,terrain,0008_0008,11,1163815.0000000,1732875.0000000,35.5783776,129.3079168,149.2320420
1208,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732875.0000000,35.5783793,129.3078064,143.1639098
1209,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732865.0000000,35.5782892,129.3078044,148.5906471
1210,,,0.0000000,terrain,0008_0008,11,1163815.0000000,1732865.0000000,35.5782875,129.3079147,150.1123977
1211,,,0.0000000,terrain,0008_0008,11,1163825.0000000,1732865.0000000,35.5782859,129.3080250,152.2215754
1212,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732865.0000000,35.5782842,129.3081354,152.3603075
1213,,,0.0000000,terrain,0008_0008,11,1163845.0000000,1732865.0000000,35.5782825,129.3082457,152.3171172
1214,,,0.0000000,terrain,0008_0008,11,1163855.0000000,1732865.0000000,35.5782809,129.3083560,152.3231486
1215,,,0.0837336,terrain,0008_0008,11,1163865.0000000,1732865.0000000,35.5782792,129.3084663,152.6117381
1216,,,0.8387223,terrain,0008_0008,11,1163875.0000000,1732865.0000000,35.5782776,129.3085766,154.0965506
1217,,,0.3241070,terrain,0008_0008,11,1163885.0000000,1732865.0000000,35.5782759,129.3086869,156.0752905
1218,,,0.0125162,terrain,0008_0008,11,1163895.0000000,1732865.0000000,35.5782743,129.3087972,156.2489589
1219,,,0.1443644,terrain,0008_0008,11,1163895.0000000,1732855.0000000,35.5781841,129.3087952,155.5988520
1220,,,0.8725299,terrain,0008_0008,11,1163885.0000000,1732855.0000000,35.5781858,129.3086849,155.9530231
1221,,,0.1900230,terrain,0008_0008,11,1163875.0000000,1732855.0000000,35.5781875,129.3085746,152.5261063
1222,BLD010000003654WO,1,,building,0008_0008,11,1163869.0781587,1732857.9846744,35.5782153,129.3085099,153.8500060
1223,BLD010000003654WO,1,,building,0008_0008,11,1163869.0781587,1732857.9846744,35.5782153,129.3085099,150.9199980
1224,BLD010000003654WO,7,,building,0008_0008,11,1163862.1012689,1732855.3493892,35.5781927,129.3084324,153.8500060
1225,BLD010000003654WO,7,,building,0008_0008,11,1163862.1012689,1732855.3493892,35.5781927,129.3084324,150.9199980
1226,BLD010000003654WO,6,,building,0008_0008,11,1163861.7824814,1732852.4358931,35.5781665,129.3084283,153.8500060
1227,BLD010000003654WO,6,,building,0008_0008,11,1163861.7824814,1732852.4358931,35.5781665,129.3084283,150.9199980
1228,,,0.0000000,terrain,0008_0008,11,1163855.0000000,1732855.0000000,35.5781908,129.3083540,152.8855512
1229,,,0.0000000,terrain,0008_0008,11,1163845.0000000,1732855.0000000,35.5781924,129.3082436,152.7790003
1230,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732855.0000000,35.5781941,129.3081333,152.6498302
1231,,,0.0000000,terrain,0008_0008,11,1163825.0000000,1732855.0000000,35.5781957,129.3080230,152.4335195
1232,,,0.0000000,terrain,0008_0008,11,1163815.0000000,1732855.0000000,35.5781974,129.3079127,151.2385222
1233,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732855.0000000,35.5781990,129.3078024,149.9053758
1234,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732845.0000000,35.5781089,129.3078004,151.1278606
1235,,,0.0000000,terrain,0008_0008,11,1163815.0000000,1732845.0000000,35.5781073,129.3079107,151.6286078
1236,,,0.0000000,terrain,0008_0008,11,1163825.0000000,1732845.0000000,35.5781056,129.3080210,152.6499729
1237,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732845.0000000,35.5781040,129.3081313,152.6749186
1238,,,0.0000000,terrain,0008_0008,11,1163845.0000000,1732845.0000000,35.5781023,129.3082416,153.0607572
1239,,,0.0000000,terrain,0008_0008,11,1163855.0000000,1732845.0000000,35.5781006,129.3083519,153.2081927
1240,,,0.0000000,terrain,0008_0008,11,1163865.0000000,1732845.0000000,35.5780990,129.3084622,153.1960882
1241,BLD010000003654WO,5,,building,0008_0008,11,1163868.8263181,1732841.6177012,35.5780679,129.3085038,153.8500060
1242,BLD010000003654WO,5,,building,0008_0008,11,1163868.8263181,1732841.6177012,35.5780679,129.3085038,150.9199980
1243,BLD010000003654WO,,,roof,0008_0008,11,1163868.9542374,1732849.5991360,35.5781398,129.3085068,154.8500060
1244,BLD010000003654WO,4,,building,0008_0008,11,1163871.5478736,1732841.1410389,35.5780631,129.3085337,153.8500060
1245,BLD010000003654WO,4,,building,0008_0008,11,1163871.5478736,1732841.1410389,35.5780631,129.3085337,150.9199980
1246,BLD010000003654WO,3,,building,0008_0008,11,1163875.7468509,1732843.9167750,35.5780874,129.3085806,153.8500060
1247,BLD010000003654WO,3,,building,0008_0008,11,1163875.7468509,1732843.9167750,35.5780874,129.3085806,150.9199980
1248,BLD010000003654WO,2,,building,0008_0008,11,1163876.1237368,1732846.8951366,35.5781142,129.3085853,153.8500060
1249,BLD010000003654WO,2,,building,0008_0008,11,1163876.1237368,1732846.8951366,35.5781142,129.3085853,150.9199980
1250,,,0.4732385,terrain,0008_0008,11,1163885.0000000,1732845.0000000,35.5780957,129.3086829,153.3740631
1251,,,0.5492435,terrain,0008_0008,11,1163895.0000000,1732845.0000000,35.5780940,129.3087932,155.1654319
1252,,,0.8459859,terrain,0008_0008,11,1163895.0000000,1732835.0000000,35.5780039,129.3087912,155.6753879
1253,,,0.0944646,terrain,0008_0008,11,1163885.0000000,1732835.0000000,35.5780056,129.3086808,151.9328609
1254,,,0.0000000,terrain,0008_0008,11,1163875.0000000,1732835.0000000,35.5780072,129.3085705,153.1483716
1255,,,0.0000000,terrain,0008_0008,11,1163865.0000000,1732835.0000000,35.5780089,129.3084602,153.3399920
1256,,,0.0000000,terrain,0008_0008,11,1163855.0000000,1732835.0000000,35.5780105,129.3083499,153.3204011
1257,,,0.0000000,terrain,0008_0008,11,1163845.0000000,1732835.0000000,35.5780122,129.3082396,153.1258805
1258,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732835.0000000,35.5780138,129.3081293,152.9908334
1259,,,0.0000000,terrain,0008_0008,11,1163825.0000000,1732835.0000000,35.5780155,129.3080190,152.7260823
1260,,,0.0000000,terrain,0008_0008,11,1163815.0000000,1732835.0000000,35.5780171,129.3079086,151.5000000
1261,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732835.0000000,35.5780188,129.3077983,151.5000000
1262,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732825.0000000,35.5779287,129.3077963,151.5000000
1263,,,0.0000000,terrain,0008_0008,11,1163815.0000000,1732825.0000000,35.5779270,129.3079066,151.5000000
1264,,,0.0000000,terrain,0008_0008,11,1163825.0000000,1732825.0000000,35.5779254,129.3080169,152.6501509
1265,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732825.0000000,35.5779237,129.3081272,152.9175075
1266,,,0.0000000,terrain,0008_0008,11,1163845.0000000,1732825.0000000,35.5779221,129.3082376,153.1516382
1267,,,0.0000000,terrain,0008_0008,11,1163855.0000000,1732825.0000000,35.5779204,129.3083479,153.5972560
1268,,,0.0000000,terrain,0008_0008,11,1163865.0000000,1732825.0000000,35.5779187,129.3084582,153.6252707
1269,,,0.0000000,terrain,0008_0008,11,1163875.0000000,1732825.0000000,35.5779171,129.3085685,153.5698620
1270,,,0.0000000,terrain,0008_0008,11,1163885.0000000,1732825.0000000,35.5779154,129.3086788,153.2675017
1271,,,0.4602992,terrain,0008_0008,11,1163895.0000000,1732825.0000000,35.5779138,129.3087891,153.9465464
1272,,,0.0141430,terrain,0008_0008,11,1163895.0000000,1732815.0000000,35.5778237,129.3087871,152.8924695
1273,,,0.0000000,terrain,0008_0008,11,1163885.0000000,1732815.0000000,35.5778253,129.3086768,153.8780350
1274,,,0.0000000,terrain,0008_0008,11,1163875.0000000,1732815.0000000,35.5778270,129.3085665,153.9121126
1275,,,0.0000000,terrain,0008_0008,11,1163865.0000000,1732815.0000000,35.5778286,129.3084562,153.7800767
1276,,,0.0000000,terrain,0008_0008,11,1163855.0000000,1732815.0000000,35.5778303,129.3083458,153.6737007
1277,,,0.0000000,terrain,0008_0008,11,1163845.0000000,1732815.0000000,35.5778319,129.3082355,153.6174043
1278,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732815.0000000,35.5778336,129.3081252,153.0728076
1279,,,0.0000000,terrain,0008_0008,11,1163825.0000000,1732815.0000000,35.5778352,129.3080149,151.9452793
1280,,,0.0000000,terrain,0008_0008,11,1163815.0000000,1732815.0000000,35.5778369,129.3079046,151.5000000
1281,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732815.0000000,35.5778386,129.3077943,151.8030728
1282,,,0.0000000,terrain,0008_0008,11,1163805.0000000,1732805.0000000,35.5777484,129.3077923,152.0799752
1283,,,0.0000000,terrain,0008_0008,11,1163815.0000000,1732805.0000000,35.5777468,129.3079026,151.7503141
1284,,,0.0000000,terrain,0008_0008,11,1163825.0000000,1732805.0000000,35.5777451,129.3080129,151.5000000
1285,,,0.0000000,terrain,0008_0008,11,1163835.0000000,1732805.0000000,35.5777435,129.3081232,152.9566730
1286,,,0.0000000,terrain,0008_0008,11,1163845.0000000,1732805.0000000,35.5777418,129.3082335,153.3075571
1287,,,0.0000000,terrain,0008_0008,11,1163855.0000000,1732805.0000000,35.5777402,129.3083438,153.5172216
1288,,,0.0000000,terrain,0008_0008,11,1163865.0000000,1732805.0000000,35.5777385,129.3084541,153.4966488
1289,,,0.0000000,terrain,0008_0008,11,1163875.0000000,1732805.0000000,35.5777369,129.3085644,153.6631357
1290,,,0.0000000,terrain,0008_0008,11,1163885.0000000,1732805.0000000,35.5777352,129.3086748,153.4953039
1291,BLD01000000365AB9,3,,building,0008_0008,11,1163892.9738840,1732805.6254961,35.5777395,129.3087629,153.1799930
1292,BLD01000000365AB9,3,,building,0008_0008,11,1163892.9738840,1732805.6254961,35.5777395,129.3087629,151.6799930
1293,BLD01000000365AB9,4,,building,0008_0008,11,1163898.3737362,1732809.0982959,35.5777699,129.3088231,153.1799930
1294,BLD01000000365AB9,4,,building,0008_0008,11,1163898.3737362,1732809.0982959,35.5777699,129.3088231,151.6799930
1295,BLD01000000365AB9,,,roof,0008_0008,11,1163898.9594172,1732802.3051979,35.5777086,129.3088282,154.1799930
1296,,,0.0119587,terrain,0007_0008,12,1163795.0000000,1732895.0000000,35.5785612,129.3077002,139.0778189
1297,,,0.2149945,terrain,0007_0008,12,1163785.0000000,1732895.0000000,35.5785628,129.3075899,140.1178898
1298,,,0.7008069,terrain,0007_0008,12,1163775.0000000,1732895.0000000,35.5785645,129.3074795,141.1921261
1299,,,1.0000000,terrain,0007_0008,12,1163765.0000000,1732895.0000000,35.5785661,129.3073692,141.8885214
1300,,,1.0000000,terrain,0007_0008,12,1163755.0000000,1732895.0000000,35.5785678,129.3072589,142.6769838
1301,,,1.0000000,terrain,0007_0008,12,1163745.0000000,1732895.0000000,35.5785695,129.3071486,144.5637761
1302,,,1.0000000,terrain,0007_0008,12,1163735.0000000,1732895.0000000,35.5785711,129.3070383,143.6914079
1303,,,1.0000000,terrain,0007_0008,12,1163725.0000000,1732895.0000000,35.5785728,129.3069280,145.6271854
1304,,,1.0000000,terrain,0007_0008,12,1163715.0000000,1732895.0000000,35.5785744,129.3068177,147.1528663
1305,,,1.0000000,terrain,0007_0008,12,1163705.0000000,1732895.0000000,35.5785761,129.3067073,147.3404560
1306,,,1.0000000,terrain,0007_0008,12,1163705.0000000,1732885.0000000,35.5784859,129.3067053,147.3908951
1307,,,1.0000000,terrain,0007_0008,12,1163715.0000000,1732885.0000000,35.5784843,129.3068156,147.6372114
1308,,,1.0000000,terrain,0007_0008,12,1163725.0000000,1732885.0000000,35.5784826,129.3069259,146.2220625
1309,,,1.0000000,terrain,0007_0008,12,1163735.0000000,1732885.0000000,35.5784810,129.3070363,144.5300659
1310,,,0.6892427,terrain,0007_0008,12,1163745.0000000,1732885.0000000,35.5784793,129.3071466,145.4156409
1311,,,0.2626523,terrain,0007_0008,12,1163755.0000000,1732885.0000000,35.5784777,129.3072569,143.4732737
1312,BLD01000000365AA8,4,,building,0007_0008,12,1163756.6415220,1732883.9314454,35.5784678,129.3072748,149.4700010
1313,BLD01000000365AA8,4,,building,0007_0008,12,1163756.6415220,1732883.9314454,35.5784678,129.3072748,147.9700010
1314,,,0.6928563,terrain,0007_0008,12,1163765.0000000,1732885.0000000,35.5784760,129.3073672,141.9333413
1315,,,0.0078496,terrain,0007_0008,12,1163775.0000000,1732885.0000000,35.5784744,129.3074775,141.0330310
1316,,,0.0000000,terrain,0007_0008,12,1163785.0000000,1732885.0000000,35.5784727,129.3075878,140.4878539
1317,,,0.0000000,terrain,0007_0008,12,1163795.0000000,1732885.0000000,35.5784711,129.3076981,139.5254644
1318,,,0.0000000,terrain,0007_0008,12,1163795.0000000,1732875.0000000,35.5783809,129.3076961,140.1535687
1319,,,0.0000000,terrain,0007_0008,12,1163785.0000000,1732875.0000000,35.5783826,129.3075858,140.7214616
1320,,,0.0000000,terrain,0007_0008,12,1163775.0000000,1732875.0000000,35.5783842,129.3074755,141.2399379
1321,,,0.0088543,terrain,0007_0008,12,1163765.0000000,1732875.0000000,35.5783859,129.3073652,143.8907579
1322,BLD01000000365AA8,5,,building,0007_0008,12,1163759.6844429,1732878.4223190,35.5784176,129.3073072,149.4700010
1323,BLD01000000365AA8,5,,building,0007_0008,12,1163759.6844429,1732878.4223190,35.5784176,129.3073072,147.9700010
1324,BLD01000000365AA8,7,,building,0007_0008,12,1163756.2736446,1732871.4796501,35.5783556,129.3072682,149.4700010
1325,BLD01000000365AA8,7,,building,0007_0008,12,1163756.2736446,1732871.4796501,35.5783556,129.3072682,147.9700010
1326,BLD01000000365AA8,6,,building,0007_0008,12,1163754.5779803,1732874.6608385,35.5783846,129.3072501,149.4700010
1327,BLD01000000365AA8,6,,building,0007_0008,12,1163754.5779803,1732874.6608385,35.5783846,129.3072501,147.9700010
1328,BLD01000000365AA8,8,,building,0007_0008,12,1163754.1083901,1732870.4544666,35.5783467,129.3072441,149.4700010
1329,BLD01000000365AA8,8,,building,0007_0008,12,1163754.1083901,1732870.4544666,35.5783467,129.3072441,147.9700010
1330,BLD01000000365AA8,,,roof,0007_0008,12,1163752.0297169,1732875.3670059,35.5783914,129.3072222,150.4700010
1331,BLD01000000365AA8,2,,building,0007_0008,12,1163748.0494668,1732875.9822290,35.5783976,129.3071784,149.4700010
1332,BLD01000000365AA8,2,,building,0007_0008,12,1163748.0494668,1732875.9822290,35.5783976,129.3071784,147.9700010
1333,BLD01000000365AA8,3,,building,0007_0008,12,1163746.4997526,1732878.3780283,35.5784194,129.3071618,149.4700010
1334,BLD01000000365AA8,3,,building,0007_0008,12,1163746.4997526,1732878.3780283,35.5784194,129.3071618,147.9700010
1335,BLD01000000365AA8,1,,building,0007_0008,12,1163745.0671398,1732874.0221465,35.5783804,129.3071451,149.4700010
1336,BLD01000000365AA8,1,,building,0007_0008,12,1163745.0671398,1732874.0221465,35.5783804,129.3071451,147.9700010
1337,,,0.0019664,terrain,0007_0008,12,1163745.0000000,1732875.0000000,35.5783892,129.3071446,144.5789909
1338,,,0.8651666,terrain,0007_0008,12,1163735.0000000,1732875.0000000,35.5783909,129.3070342,144.7889870
1339,,,1.0000000,terrain,0007_0008,12,1163725.0000000,1732875.0000000,35.5783925,129.3069239,146.7455533
1340,,,1.0000000,terrain,0007_0008,12,1163715.0000000,1732875.0000000,35.5783942,129.3068136,147.1367503
1341,,,1.0000000,terrain,0007_0008,12,1163705.0000000,1732875.0000000,35.5783958,129.3067033,147.0872888
