reference,x_epsg5179,y_epsg5179,lat,lon,alt
,1163745.0000000,1732025.0000000,35.5707289,129.3069725,131.2784212
,1163755.0000000,1732025.0000000,35.5707273,129.3070828,131.2418209
,1163765.0000000,1732025.0000000,35.5707256,129.3071931,128.0357280
,1163775.0000000,1732025.0000000,35.5707240,129.3073034,122.7848108
,1163785.0000000,1732025.0000000,35.5707223,129.3074137,117.8841923
,1163795.0000000,1732025.0000000,35.5707207,129.3075240,114.5325008
,1163805.0000000,1732025.0000000,35.5707190,129.3076343,112.1407479
,1163815.0000000,1732025.0000000,35.5707174,129.3077446,110.9767634
,1163825.0000000,1732025.0000000,35.5707157,129.3078549,108.6577541
,1163835.0000000,1732025.0000000,35.5707140,129.3079652,106.4765156
,1163845.0000000,1732025.0000000,35.5707124,129.3080755,104.4987303
,1163855.0000000,1732025.0000000,35.5707107,129.3081858,101.1727461
,1163865.0000000,1732025.0000000,35.5707091,129.3082961,96.7064028
,1163875.0000000,1732025.0000000,35.5707074,129.3084064,91.8040996
,1163885.0000000,1732025.0000000,35.5707058,129.3085167,88.4078888
,1163895.0000000,1732025.0000000,35.5707041,129.3086270,86.5836691
,1163905.0000000,1732025.0000000,35.5707025,129.3087373,86.3134810
,1163915.0000000,1732025.0000000,35.5707008,129.3088476,86.6561308
,1163925.0000000,1732025.0000000,35.5706992,129.3089579,88.3639647
,1163935.0000000,1732025.0000000,35.5706975,129.3090682,91.2715660
,1163945.0000000,1732025.0000000,35.5706958,129.3091785,92.7248503
,1163955.0000000,1732025.0000000,35.5706942,129.3092888,95.5072480
,1163965.0000000,1732025.0000000,35.5706925,129.3093991,96.4241819
,1163975.0000000,1732025.0000000,35.5706909,129.3095094,99.1854540
,1163985.0000000,1732025.0000000,35.5706892,129.3096197,101.2908405
,1163995.0000000,1732025.0000000,35.5706876,129.3097300,104.4097460
,1163005.0000000,1732035.0000000,35.5709412,129.2988120,126.5000000
,1163015.0000000,1732035.0000000,35.5709395,129.2989223,125.0278948
,1163025.0000000,1732035.0000000,35.5709379,129.2990326,123.9010559
,1163035.0000000,1732035.0000000,35.5709362,129.2991429,121.1547152
,1163045.0000000,1732035.0000000,35.5709346,129.2992532,117.2754095
,1163055.0000000,1732035.0000000,35.5709329,129.2993635,113.9223340
,1163065.0000000,1732035.0000000,35.5709313,129.2994738,111.6651361
,1163075.0000000,1732035.0000000,35.5709296,129.2995841,109.1017410
,1163085.0000000,1732035.0000000,35.5709280,129.2996944,107.0463313
,1163095.0000000,1732035.0000000,35.5709263,129.2998047,106.6503338
,1163105.0000000,1732035.0000000,35.5709247,129.2999150,106.6884069
,1163115.0000000,1732035.0000000,35.5709231,129.3000253,107.5270029
,1163125.0000000,1732035.0000000,35.5709214,129.3001356,110.5895771
,1163135.0000000,1732035.0000000,35.5709198,129.3002459,111.5111037
,1163145.0000000,1732035.0000000,35.5709181,129.3003562,112.1034076
,1163155.0000000,1732035.0000000,35.5709165,129.3004665,116.1495201
,1163165.0000000,1732035.0000000,35.5709148,129.3005768,117.5217084
,1163175.0000000,1732035.0000000,35.5709132,129.3006871,120.0164038
,1163185.0000000,1732035.0000000,35.5709115,129.3007974,121.4937975
,1163195.0000000,1732035.0000000,35.5709099,129.3009078,121.2550551
,1163205.0000000,1732035.0000000,35.5709082,129.3010181,121.5221860
,1163215.0000000,1732035.0000000,35.5709066,129.3011284,121.8331927
,1163225.0000000,1732035.0000000,35.5709049,129.3012387,125.4338936
,1163235.0000000,1732035.0000000,35.5709033,129.3013490,129.0284849
,1163245.0000000,1732035.0000000,35.5709016,129.3014593,130.0181913
,1163255.0000000,1732035.0000000,35.5709000,129.3015696,131.1611262
,1163265.0000000,1732035.0000000,35.5708983,129.3016799,131.6631779
,1163275.0000000,1732035.0000000,35.5708967,129.3017902,132.5788278
,1163285.0000000,1732035.0000000,35.5708950,129.3019005,133.7803616
,1163295.0000000,1732035.0000000,35.5708934,129.3020108,134.8947308
,1163305.0000000,1732035.0000000,35.5708917,129.3021211,133.8442039
,1163315.0000000,1732035.0000000,35.5708901,129.3022314,131.5592268
,1163325.0000000,1732035.0000000,35.5708884,129.3023417,127.9653438
,1163335.0000000,1732035.0000000,35.5708868,129.3024520,124.8059848
,1163345.0000000,1732035.0000000,35.5708851,129.3025623,121.4700039
,1163355.0000000,1732035.0000000,35.5708835,129.3026726,118.6667890
,1163365.0000000,1732035.0000000,35.5708818,129.3027829,116.4806863
,1163375.0000000,1732035.0000000,35.5708802,129.3028932,114.0289943
,1163385.0000000,1732035.0000000,35.5708785,129.3030035,111.7837925
,1163395.0000000,1732035.0000000,35.5708769,129.3031138,110.5252940
,1163405.0000000,1732035.0000000,35.5708752,129.3032241,107.3249464
,1163415.0000000,1732035.0000000,35.5708736,129.3033344,106.6190815
,1163425.0000000,1732035.0000000,35.5708719,129.3034448,106.5000000
,1163435.0000000,1732035.0000000,35.5708703,129.3035551,106.5000000
,1163445.0000000,1732035.0000000,35.5708686,129.3036654,105.6227463
,1163455.0000000,1732035.0000000,35.5708670,129.3037757,104.1822969
,1163465.0000000,1732035.0000000,35.5708653,129.3038860,104.8877061
,1163475.0000000,1732035.0000000,35.5708637,129.3039963,106.9245774
,1163485.0000000,1732035.0000000,35.5708620,129.3041066,111.4127347
,1163495.0000000,1732035.0000000,35.5708604,129.3042169,115.7700668
,1163505.0000000,1732035.0000000,35.5708587,129.3043272,117.7685943
,1163515.0000000,1732035.0000000,35.5708571,129.3044375,120.3317960
,1163525.0000000,1732035.0000000,35.5708554,129.3045478,121.4934910
,1163535.0000000,1732035.0000000,35.5708538,129.3046581,122.1461876
,1163545.0000000,1732035.0000000,35.5708521,129.3047684,123.0050217
,1163555.0000000,1732035.0000000,35.5708505,129.3048787,121.8655496
,1163565.0000000,1732035.0000000,35.5708488,129.3049890,121.4238924
,1163575.0000000,1732035.0000000,35.5708472,129.3050993,118.8632535
,1163585.0000000,1732035.0000000,35.5708455,129.3052096,116.4314599
,1163595.0000000,1732035.0000000,35.5708439,129.3053199,111.9738592
,1163605.0000000,1732035.0000000,35.5708422,129.3054302,111.5189299
,1163615.0000000,1732035.0000000,35.5708406,129.3055405,113.5782445
,1163625.0000000,1732035.0000000,35.5708389,129.3056508,116.3134300
,1163635.0000000,1732035.0000000,35.5708372,129.3057611,117.7707203
,1163645.0000000,1732035.0000000,35.5708356,129.3058714,118.2136370
,1163655.0000000,1732035.0000000,35.5708339,129.3059817,117.4576101
,1163665.0000000,1732035.0000000,35.5708323,129.3060920,116.5011290
,1163675.0000000,1732035.0000000,35.5708306,129.3062024,116.6146346
,1163685.0000000,1732035.0000000,35.5708290,129.3063127,116.6537810
,1163695.0000000,1732035.0000000,35.5708273,129.3064230,118.0415370
,1163705.0000000,1732035.0000000,35.5708257,129.3065333,121.3901354
,1163715.0000000,1732035.0000000,35.5708240,129.3066436,123.4265259
,1163725.0000000,1732035.0000000,35.5708224,129.3067539,126.5601898
,1163735.0000000,1732035.0000000,35.5708207,129.3068642,130.6428754
,1163745.0000000,1732035.0000000,35.5708191,129.3069745,131.8043806
,1163755.0000000,1732035.0000000,35.5708174,129.3070848,132.1165468
,1163765.0000000,1732035.0000000,35.5708158,129.3071951,131.4500135
,1163775.0000000,1732035.0000000,35.5708141,129.3073054,126.0683514
,1163785.0000000,1732035.0000000,35.5708124,129.3074157,121.2860147
,1163795.0000000,1732035.0000000,35.5708108,129.3075260,118.3825557
,1163805.0000000,1732035.0000000,35.5708091,129.3076363,116.6308520
,1163815.0000000,1732035.0000000,35.5708075,129.3077466,114.8880166
,1163825.0000000,1732035.0000000,35.5708058,129.3078569,111.7339025
,1163835.0000000,1732035.0000000,35.5708042,129.3079672,110.3120603
,1163845.0000000,1732035.0000000,35.5708025,129.3080775,106.5130446
,1163855.0000000,1732035.0000000,35.5708009,129.3081878,103.0145818
,1163865.0000000,1732035.0000000,35.5707992,129.3082981,100.3862246
,1163875.0000000,1732035.0000000,35.5707975,129.3084084,96.3013256
,1163885.0000000,1732035.0000000,35.5707959,129.3085187,91.4488608
,1163895.0000000,1732035.0000000,35.5707942,129.3086290,89.2147522
,1163905.0000000,1732035.0000000,35.5707926,129.3087393,87.0948856
,1163915.0000000,1732035.0000000,35.5707909,129.3088496,86.5198182
,1163925.0000000,1732035.0000000,35.5707893,129.3089599,90.0739832
,1163935.0000000,1732035.0000000,35.5707876,129.3090703,91.3887867
,1163945.0000000,1732035.0000000,35.5707860,129.3091806,94.3676699
