reference,x_epsg5179,y_epsg5179,lat,lon,alt
,1163985.0000000,1732125.0000000,35.5715904,129.3096400,106.4870082
,1163995.0000000,1732125.0000000,35.5715888,129.3097503,109.2182202
,1163005.0000000,1732135.0000000,35.5718424,129.2988321,140.9680870
,1163015.0000000,1732135.0000000,35.5718407,129.2989424,141.4192072
,1163025.0000000,1732135.0000000,35.5718391,129.2990527,141.2801620
,1163035.0000000,1732135.0000000,35.5718374,129.2991630,140.7116335
,1163045.0000000,1732135.0000000,35.5718358,129.2992733,138.0372274
,1163055.0000000,1732135.0000000,35.5718341,129.2993836,135.6106776
,1163065.0000000,1732135.0000000,35.5718325,129.2994940,131.6394222
,1163075.0000000,1732135.0000000,35.5718309,129.2996043,130.8308488
,1163085.0000000,1732135.0000000,35.5718292,129.2997146,130.8603908
,1163095.0000000,1732135.0000000,35.5718276,129.2998249,130.9945728
,1163105.0000000,1732135.0000000,35.5718259,129.2999352,130.2228168
,1163115.0000000,1732135.0000000,35.5718243,129.3000455,128.6223199
,1163125.0000000,1732135.0000000,35.5718226,129.3001558,126.5712613
,1163135.0000000,1732135.0000000,35.5718210,129.3002661,126.3595939
,1163145.0000000,1732135.0000000,35.5718193,129.3003764,126.5253566
,1163155.0000000,1732135.0000000,35.5718177,129.3004867,127.4931185
,1163165.0000000,1732135.0000000,35.5718160,129.3005970,129.3557740
,1163175.0000000,1732135.0000000,35.5718144,129.3007073,131.7074791
,1163185.0000000,1732135.0000000,35.5718127,129.3008176,136.1786016
,1163195.0000000,1732135.0000000,35.5718111,129.3009279,136.5825405
,1163205.0000000,1732135.0000000,35.5718094,129.3010382,140.7679025
,1163215.0000000,1732135.0000000,35.5718078,129.3011485,141.1666279
,1163225.0000000,1732135.0000000,35.5718061,129.3012588,141.3956926
,1163235.0000000,1732135.0000000,35.5718045,129.3013692,141.5000000
,1163245.0000000,1732135.0000000,35.5718028,129.3014795,141.5000000
,1163255.0000000,1732135.0000000,35.5718012,129.3015898,141.3475214
,1163265.0000000,1732135.0000000,35.5717995,129.3017001,141.2963222
,1163275.0000000,1732135.0000000,35.5717979,129.3018104,137.6620824
,1163285.0000000,1732135.0000000,35.5717962,129.3019207,136.2620022
,1163295.0000000,1732135.0000000,35.5717946,129.3020310,132.5513764
,1163305.0000000,1732135.0000000,35.5717929,129.3021413,131.6561700
,1163315.0000000,1732135.0000000,35.5717913,129.3022516,132.0406451
,1163325.0000000,1732135.0000000,35.5717896,129.3023619,131.5036261
,1163335.0000000,1732135.0000000,35.5717880,129.3024722,129.2357270
,1163345.0000000,1732135.0000000,35.5717863,129.3025825,127.9881593
,1163355.0000000,1732135.0000000,35.5717847,129.3026928,127.0284221
,1163365.0000000,1732135.0000000,35.5717830,129.3028031,126.5017494
,1163375.0000000,1732135.0000000,35.5717814,129.3029134,124.6593319
,1163385.0000000,1732135.0000000,35.5717797,129.3030237,121.8353991
,1163395.0000000,1732135.0000000,35.5717781,129.3031340,120.8949005
,1163405.0000000,1732135.0000000,35.5717764,129.3032443,118.0460248
,1163415.0000000,1732135.0000000,35.5717748,129.3033546,118.8641266
,1163425.0000000,1732135.0000000,35.5717731,129.3034650,118.1882011
,1163435.0000000,1732135.0000000,35.5717715,129.3035753,117.4328743
,1163445.0000000,1732135.0000000,35.5717698,129.3036856,116.1320587
,1163455.0000000,1732135.0000000,35.5717682,129.3037959,116.4428214
,1163465.0000000,1732135.0000000,35.5717665,129.3039062,116.5000000
,1163475.0000000,1732135.0000000,35.5717649,129.3040165,116.5000000
,1163485.0000000,1732135.0000000,35.5717632,129.3041268,117.1715188
,1163495.0000000,1732135.0000000,35.5717616,129.3042371,118.1076844
,1163505.0000000,1732135.0000000,35.5717599,129.3043474,123.5672852
,1163515.0000000,1732135.0000000,35.5717583,129.3044577,126.1628257
,1163525.0000000,1732135.0000000,35.5717566,129.3045680,127.5633302
,1163535.0000000,1732135.0000000,35.5717550,129.3046783,130.4956156
,1163545.0000000,1732135.0000000,35.5717533,129.3047886,131.4874183
,1163555.0000000,1732135.0000000,35.5717517,129.3048989,131.5999524
,1163565.0000000,1732135.0000000,35.5717500,129.3050092,132.1015984
,1163575.0000000,1732135.0000000,35.5717484,129.3051195,132.1396796
,1163585.0000000,1732135.0000000,35.5717467,129.3052298,131.5722914
,1163595.0000000,1732135.0000000,35.5717451,129.3053401,131.5000000
,1163605.0000000,1732135.0000000,35.5717434,129.3054505,131.5000000
,1163615.0000000,1732135.0000000,35.5717418,129.3055608,131.5000000
,1163625.0000000,1732135.0000000,35.5717401,129.3056711,131.5000000
,1163635.0000000,1732135.0000000,35.5717385,129.3057814,131.6633516
,1163645.0000000,1732135.0000000,35.5717368,129.3058917,132.4640299
,1163655.0000000,1732135.0000000,35.5717351,129.3060020,135.5704493
,1163665.0000000,1732135.0000000,35.5717335,129.3061123,136.5499358
,1163675.0000000,1732135.0000000,35.5717318,129.3062226,138.3457901
,1163685.0000000,1732135.0000000,35.5717302,129.3063329,140.8215258
,1163695.0000000,1732135.0000000,35.5717285,129.3064432,141.4360786
,1163705.0000000,1732135.0000000,35.5717269,129.3065535,141.6294769
,1163715.0000000,1732135.0000000,35.5717252,129.3066638,142.4669974
,1163725.0000000,1732135.0000000,35.5717236,129.3067741,145.0847843
,1163735.0000000,1732135.0000000,35.5717219,129.3068844,146.4226504
,1163745.0000000,1732135.0000000,35.5717203,129.3069947,146.2469351
,1163755.0000000,1732135.0000000,35.5717186,129.3071050,143.8509265
,1163765.0000000,1732135.0000000,35.5717170,129.3072153,140.7021376
,1163775.0000000,1732135.0000000,35.5717153,129.3073256,137.1856754
,1163785.0000000,1732135.0000000,35.5717137,129.3074359,135.8577774
,1163795.0000000,1732135.0000000,35.5717120,129.3075462,132.2988841
,1163805.0000000,1732135.0000000,35.5717103,129.3076566,130.9518112
,1163815.0000000,1732135.0000000,35.5717087,129.3077669,126.9376446
,1163825.0000000,1732135.0000000,35.5717070,129.3078772,124.4915217
,1163835.0000000,1732135.0000000,35.5717054,129.3079875,121.5673286
,1163845.0000000,1732135.0000000,35.5717037,129.3080978,119.6903357
,1163855.0000000,1732135.0000000,35.5717021,129.3082081,116.7996408
,1163865.0000000,1732135.0000000,35.5717004,129.3083184,116.7495289
,1163875.0000000,1732135.0000000,35.5716988,129.3084287,116.6968953
,1163885.0000000,1732135.0000000,35.5716971,129.3085390,116.0258129
,1163895.0000000,1732135.0000000,35.5716954,129.3086493,113.4931994
,1163905.0000000,1732135.0000000,35.5716938,129.3087596,111.4558811
,1163915.0000000,1732135.0000000,35.5716921,129.3088699,108.1323262
,1163925.0000000,1732135.0000000,35.5716905,129.3089802,106.6295774
,1163935.0000000,1732135.0000000,35.5716888,129.3090905,106.5684967
,1163945.0000000,1732135.0000000,35.5716872,129.3092008,106.4244857
,1163955.0000000,1732135.0000000,35.5716855,129.3093111,104.7280808
,1163965.0000000,1732135.0000000,35.5716839,129.3094214,103.9879640
,1163975.0000000,1732135.0000000,35.5716822,129.3095317,105.5961606
,1163985.0000000,1732135.0000000,35.5716805,129.3096420,106.9176802
,1163995.0000000,1732135.0000000,35.5716789,129.3097523,109.5659725
,1163005.0000000,1732145.0000000,35.5719325,129.2988341,141.4931189
,1163015.0000000,1732145.0000000,35.5719309,129.2989444,142.3649404
,1163025.0000000,1732145.0000000,35.5719292,129.2990547,143.5316249
,1163035.0000000,1732145.0000000,35.5719276,129.2991651,142.1584442
,1163045.0000000,1732145.0000000,35.5719259,129.2992754,141.2873526
,1163055.0000000,1732145.0000000,35.5719243,129.2993857,137.1762093
,1163065.0000000,1732145.0000000,35.5719226,129.2994960,136.1017899
,1163075.0000000,1732145.0000000,35.5719210,129.2996063,134.3473226
,1163085.0000000,1732145.0000000,35.5719193,129.2997166,134.2150524
,1163095.0000000,1732145.0000000,35.5719177,129.2998269,133.8973740
,1163105.0000000,1732145.0000000,35.5719160,129.2999372,132.4064054
,1163115.0000000,1732145.0000000,35.5719144,129.3000475,131.4927480
,1163125.0000000,1732145.0000000,35.5719127,129.3001578,130.4564857
,1163135.0000000,1732145.0000000,35.5719111,129.3002681,129.4290739
,1163145.0000000,1732145.0000000,35.5719094,129.3003784,129.9770304
,1163155.0000000,1732145.0000000,35.5719078,129.3004887,131.4921264
,1163165.0000000,1732145.0000000,35.5719061,129.3005990,132.0971571
,1163175.0000000,1732145.0000000,35.5719045,129.3007093,134.2488855
,1163185.0000000,1732145.0000000,35.5719029,129.3008196,135.8073622
,1163195.0000000,1732145.0000000,35.5719012,129.3009299,137.9130522
,1163205.0000000,1732145.0000000,35.5718996,129.3010403,141.0699470
,1163215.0000000,1732145.0000000,35.5718979,129.3011506,140.8428285
,1163225.0000000,1732145.0000000,35.5718963,129.3012609,141.4910621
,1163235.0000000,1732145.0000000,35.5718946,129.3013712,141.5000000
,1163245.0000000,1732145.0000000,35.5718930,129.3014815,141.5000000
,1163255.0000000,1732145.0000000,35.5718913,129.3015918,141.4185082
,1163265.0000000,1732145.0000000,35.5718897,129.3017021,141.0066816
,1163275.0000000,1732145.0000000,35.5718880,129.3018124,137.6357203
,1163285.0000000,1732145.0000000,35.5718864,129.3019227,136.3850434
,1163295.0000000,1732145.0000000,35.5718847,129.3020330,133.9609638
,1163305.0000000,1732145.0000000,35.5718831,129.3021433,131.7853284
,1163315.0000000,1732145.0000000,35.5718814,129.3022536,133.4116207
,1163325.0000000,1732145.0000000,35.5718798,129.3023639,134.9447630
,1163335.0000000,1732145.0000000,35.5718781,129.3024742,132.3734384
,1163345.0000000,1732145.0000000,35.5718765,129.3025845,131.5058845
,1163355.0000000,1732145.0000000,35.5718748,129.3026948,130.1669069
,1163365.0000000,1732145.0000000,35.5718732,129.3028051,127.2386386
,1163375.0000000,1732145.0000000,35.5718715,129.3029154,125.9685750
,1163385.0000000,1732145.0000000,35.5718699,129.3030258,122.3747675
,1163395.0000000,1732145.0000000,35.5718682,129.3031361,121.4591599
,1163405.0000000,1732145.0000000,35.5718666,129.3032464,120.9791406
,1163415.0000000,1732145.0000000,35.5718649,129.3033567,120.0889882
,1163425.0000000,1732145.0000000,35.5718633,129.3034670,118.6032257
,1163435.0000000,1732145.0000000,35.5718616,129.3035773,117.8838149
,1163445.0000000,1732145.0000000,35.5718600,129.3036876,116.9361782
,1163455.0000000,1732145.0000000,35.5718583,129.3037979,116.5166480
,1163465.0000000,1732145.0000000,35.5718567,129.3039082,116.5000000
,1163475.0000000,1732145.0000000,35.5718550,129.3040185,116.5000000
,1163485.0000000,1732145.0000000,35.5718534,129.3041288,116.5000000
,1163495.0000000,1732145.0000000,35.5718517,129.3042391,116.8690282
,1163505.0000000,1732145.0000000,35.5718501,129.3043494,122.2688241
,1163515.0000000,1732145.0000000,35.5718484,129.3044597,125.9667820
,1163525.0000000,1732145.0000000,35.5718468,129.3045700,129.9064408
,1163535.0000000,1732145.0000000,35.5718451,129.3046803,131.4564638
,1163545.0000000,1732145.0000000,35.5718434,129.3047906,131.5000000
,1163555.0000000,1732145.0000000,35.5718418,129.3049009,132.4350442
,1163565.0000000,1732145.0000000,35.5718401,129.3050113,134.6866745
,1163575.0000000,1732145.0000000,35.5718385,129.3051216,134.4845627
,1163585.0000000,1732145.0000000,35.5718368,129.3052319,133.0709906
,1163595.0000000,1732145.0000000,35.5718352,129.3053422,132.1360164
,1163605.0000000,1732145.0000000,35.5718335,129.3054525,131.8890469
,1163615.0000000,1732145.0000000,35.5718319,129.3055628,131.5000000
,1163625.0000000,1732145.0000000,35.5718302,129.3056731,131.5915352
,1163635.0000000,1732145.0000000,35.5718286,129.3057834,132.3626284
,1163645.0000000,1732145.0000000,35.5718269,129.3058937,133.7560940
,1163655.0000000,1732145.0000000,35.5718253,129.3060040,135.7284379
,1163665.0000000,1732145.0000000,35.5718236,129.3061143,136.5652773
,1163675.0000000,1732145.0000000,35.5718220,129.3062246,138.6270014
,1163685.0000000,1732145.0000000,35.5718203,129.3063349,141.3212868
,1163695.0000000,1732145.0000000,35.5718187,129.3064452,141.6586824
,1163705.0000000,1732145.0000000,35.5718170,129.3065555,142.3411281
,1163715.0000000,1732145.0000000,35.5718153,129.3066658,144.1863049
,1163725.0000000,1732145.0000000,35.5718137,129.3067761,146.2237346
,1163735.0000000,1732145.0000000,35.5718120,129.3068864,146.3505685
,1163745.0000000,1732145.0000000,35.5718104,129.3069967,146.1852387
,1163755.0000000,1732145.0000000,35.5718087,129.3071071,141.9286744
,1163765.0000000,1732145.0000000,35.5718071,129.3072174,139.4266015
,1163775.0000000,1732145.0000000,35.5718054,129.3073277,136.5536853
,1163785.0000000,1732145.0000000,35.5718038,129.3074380,135.3541384
,1163795.0000000,1732145.0000000,35.5718021,129.3075483,132.0544368
,1163805.0000000,1732145.0000000,35.5718005,129.3076586,130.4593161
,1163815.0000000,1732145.0000000,35.5717988,129.3077689,127.2170884
,1163825.0000000,1732145.0000000,35.5717972,129.3078792,125.3408599
,1163835.0000000,1732145.0000000,35.5717955,129.3079895,123.0044870
,1163845.0000000,1732145.0000000,35.5717938,129.3080998,121.4688810
,1163855.0000000,1732145.0000000,35.5717922,129.3082101,121.2864918
,1163865.0000000,1732145.0000000,35.5717905,129.3083204,121.4368123
,1163875.0000000,1732145.0000000,35.5717889,129.3084307,121.5676731
,1163885.0000000,1732145.0000000,35.5717872,129.3085410,119.2621311
,1163895.0000000,1732145.0000000,35.5717856,129.3086513,117.5932662
,1163905.0000000,1732145.0000000,35.5717839,129.3087616,115.8759956
,1163915.0000000,1732145.0000000,35.5717823,129.3088719,111.5109623
,1163925.0000000,1732145.0000000,35.5717806,129.3089822,110.7315684
,1163935.0000000,1732145.0000000,35.5717789,129.3090925,108.8931489
,1163945.0000000,1732145.0000000,35.5717773,129.3092029,107.7679417
,1163955.0000000,1732145.0000000,35.5717756,129.3093132,106.6732783
,1163965.0000000,1732145.0000000,35.5717740,129.3094235,107.1600160
,1163975.0000000,1732145.0000000,35.5717723,129.3095338,106.7171402
,1163985.0000000,1732145.0000000,35.5717707,129.3096441,106.9843111
,1163995.0000000,1732145.0000000,35.5717690,129.3097544,110.0914427
,1163005.0000000,1732155.0000000,35.5720226,129.2988362,141.8834369
,1163015.0000000,1732155.0000000,35.5720210,129.2989465,145.1780980
,1163025.0000000,1732155.0000000,35.5720193,129.2990568,146.5174801
,1163035.0000000,1732155.0000000,35.5720177,129.2991671,146.2076104
,1163045.0000000,1732155.0000000,35.5720160,129.2992774,142.8076514
,1163055.0000000,1732155.0000000,35.5720144,129.2993877,141.2469688
,1163065.0000000,1732155.0000000,35.5720127,129.2994980,138.8383000
,1163075.0000000,1732155.0000000,35.5720111,129.2996083,137.2521744
,1163085.0000000,1732155.0000000,35.5720095,129.2997186,136.9083156
,1163095.0000000,1732155.0000000,35.5720078,129.2998289,136.7231493
,1163105.0000000,1732155.0000000,35.5720062,129.2999392,135.9476647
,1163115.0000000,1732155.0000000,35.5720045,129.3000495,133.7872365
,1163125.0000000,1732155.0000000,35.5720029,129.3001598,132.0877650
,1163135.0000000,1732155.0000000,35.5720012,129.3002701,131.7840818
,1163145.0000000,1732155.0000000,35.5719996,129.3003804,132.1410263
,1163155.0000000,1732155.0000000,35.5719979,129.3004907,134.8556335
,1163165.0000000,1732155.0000000,35.5719963,129.3006010,136.4352363
,1163175.0000000,1732155.0000000,35.5719946,129.3007114,136.6312093
,1163185.0000000,1732155.0000000,35.5719930,129.3008217,137.1810434
,1163195.0000000,1732155.0000000,35.5719913,129.3009320,139.2385273
,1163205.0000000,1732155.0000000,35.5719897,129.3010423,139.9525512
,1163215.0000000,1732155.0000000,35.5719880,129.3011526,140.3432457
,1163225.0000000,1732155.0000000,35.5719864,129.3012629,141.5000000
,1163235.0000000,1732155.0000000,35.5719847,129.3013732,141.5000000
,1163245.0000000,1732155.0000000,35.5719831,129.3014835,141.5000000
,1163255.0000000,1732155.0000000,35.5719814,129.3015938,141.5000000
,1163265.0000000,1732155.0000000,35.5719798,129.3017041,141.2170273
,1163275.0000000,1732155.0000000,35.5719781,129.3018144,138.6384802
,1163285.0000000,1732155.0000000,35.5719765,129.3019247,136.2223392
,1163295.0000000,1732155.0000000,35.5719748,129.3020350,136.3185519
,1163305.0000000,1732155.0000000,35.5719732,129.3021453,136.0427009
,1163315.0000000,1732155.0000000,35.5719715,129.3022556,136.3738980
,1163325.0000000,1732155.0000000,35.5719699,129.3023659,136.4654826
,1163335.0000000,1732155.0000000,35.5719682,129.3024762,135.9654556
,1163345.0000000,1732155.0000000,35.5719666,129.3025866,134.9028023
,1163355.0000000,1732155.0000000,35.5719649,129.3026969,132.1723296
,1163365.0000000,1732155.0000000,35.5719633,129.3028072,130.1426764
,1163375.0000000,1732155.0000000,35.5719616,129.3029175,126.5581473
,1163385.0000000,1732155.0000000,35.5719600,129.3030278,124.0976577
,1163395.0000000,1732155.0000000,35.5719583,129.3031381,121.8912797
,1163405.0000000,1732155.0000000,35.5719567,129.3032484,121.5031998
,1163415.0000000,1732155.0000000,35.5719550,129.3033587,121.2955493
,1163425.0000000,1732155.0000000,35.5719534,129.3034690,120.5279762
,1163435.0000000,1732155.0000000,35.5719517,129.3035793,118.2206579
,1163445.0000000,1732155.0000000,35.5719501,129.3036896,116.5663901
,1163455.0000000,1732155.0000000,35.5719484,129.3037999,116.6587888
,1163465.0000000,1732155.0000000,35.5719468,129.3039102,116.5452627
,1163475.0000000,1732155.0000000,35.5719451,129.3040205,116.5000000
,1163485.0000000,1732155.0000000,35.5719435,129.3041308,116.5720399
,1163495.0000000,1732155.0000000,35.5719418,129.3042411,117.4007321
,1163505.0000000,1732155.0000000,35.5719402,129.3043514,121.7912153
,1163515.0000000,1732155.0000000,35.5719385,129.3044617,126.3498043
,1163525.0000000,1732155.0000000,35.5719369,129.3045721,129.4216669
,1163535.0000000,1732155.0000000,35.5719352,129.3046824,131.3035659
,1163545.0000000,1732155.0000000,35.5719336,129.3047927,131.5000000
,1163555.0000000,1732155.0000000,35.5719319,129.3049030,134.7219353
,1163565.0000000,1732155.0000000,35.5719303,129.3050133,136.2450302
,1163575.0000000,1732155.0000000,35.5719286,129.3051236,136.3947106
,1163585.0000000,1732155.0000000,35.5719270,129.3052339,136.0070778
,1163595.0000000,1732155.0000000,35.5719253,129.3053442,135.3514067
,1163605.0000000,1732155.0000000,35.5719237,129.3054545,134.1753493
,1163615.0000000,1732155.0000000,35.5719220,129.3055648,134.0108907
,1163625.0000000,1732155.0000000,35.5719203,129.3056751,133.3983720
,1163635.0000000,1732155.0000000,35.5719187,129.3057854,133.3762489
,1163645.0000000,1732155.0000000,35.5719170,129.3058957,135.2285798
,1163655.0000000,1732155.0000000,35.5719154,129.3060060,136.2318042
,1163665.0000000,1732155.0000000,35.5719137,129.3061163,136.6239303
,1163675.0000000,1732155.0000000,35.5719121,129.3062266,138.6108569
,1163685.0000000,1732155.0000000,35.5719104,129.3063369,141.1536774
,1163695.0000000,1732155.0000000,35.5719088,129.3064472,142.0332109
,1163705.0000000,1732155.0000000,35.5719071,129.3065576,143.5861066
,1163715.0000000,1732155.0000000,35.5719055,129.3066679,145.8863847
,1163725.0000000,1732155.0000000,35.5719038,129.3067782,146.4864469
,1163735.0000000,1732155.0000000,35.5719022,129.3068885,146.2253220
,1163745.0000000,1732155.0000000,35.5719005,129.3069988,145.0007670
,1163755.0000000,1732155.0000000,35.5718989,129.3071091,141.6467300
,1163765.0000000,1732155.0000000,35.5718972,129.3072194,139.1646110
,1163775.0000000,1732155.0000000,35.5718955,129.3073297,136.6920442
,1163785.0000000,1732155.0000000,35.5718939,129.3074400,135.3825859
,1163795.0000000,1732155.0000000,35.5718922,129.3075503,132.6463879
,1163805.0000000,1732155.0000000,35.5718906,129.3076606,131.1332922
,1163815.0000000,1732155.0000000,35.5718889,129.3077709,127.8698230
,1163825.0000000,1732155.0000000,35.5718873,129.3078812,126.6133943
,1163835.0000000,1732155.0000000,35.5718856,129.3079915,125.5166631
,1163845.0000000,1732155.0000000,35.5718840,129.3081018,124.5624577
,1163855.0000000,1732155.0000000,35.5718823,129.3082121,124.6062029
,1163865.0000000,1732155.0000000,35.5718807,129.3083224,126.1465447
,1163875.0000000,1732155.0000000,35.5718790,129.3084327,126.3278781
,1163885.0000000,1732155.0000000,35.5718773,129.3085430,124.3568187
,1163895.0000000,1732155.0000000,35.5718757,129.3086534,121.4928515
,1163905.0000000,1732155.0000000,35.5718740,129.3087637,118.9932495
,1163915.0000000,1732155.0000000,35.5718724,129.3088740,116.2105510
,1163925.0000000,1732155.0000000,35.5718707,129.3089843,112.5288077
,1163935.0000000,1732155.0000000,35.5718691,129.3090946,111.4187714
,1163945.0000000,1732155.0000000,35.5718674,129.3092049,110.4628795
,1163955.0000000,1732155.0000000,35.5718658,129.3093152,108.9557188
,1163965.0000000,1732155.0000000,35.5718641,129.3094255,106.8432556
,1163975.0000000,1732155.0000000,35.5718624,129.3095358,106.9945585
,1163985.0000000,1732155.0000000,35.5718608,129.3096461,106.7492375
,1163995.0000000,1732155.0000000,35.5718591,129.3097564,109.5959843
,1163005.0000000,1732165.0000000,35.5721127,129.2988382,143.7528400
,1163015.0000000,1732165.0000000,35.5721111,129.2989485,146.5552964
,1163025.0000000,1732165.0000000,35.5721095,129.2990588,148.9232700
,1163035.0000000,1732165.0000000,35.5721078,129.2991691,149.8516514
,1163045.0000000,1732165.0000000,35.5721062,129.2992794,147.2395571
,1163055.0000000,1732165.0000000,35.5721045,129.2993897,144.4342840
,1163065.0000000,1732165.0000000,35.5721029,129.2995000,141.5622776
,1163075.0000000,1732165.0000000,35.5721012,129.2996103,141.3618638
,1163085.0000000,1732165.0000000,35.5720996,129.2997206,141.2124596
,1163095.0000000,1732165.0000000,35.5720979,129.2998309,140.1835227
,1163105.0000000,1732165.0000000,35.5720963,129.2999412,138.2692973
,1163115.0000000,1732165.0000000,35.5720946,129.3000515,136.5437905
,1163125.0000000,1732165.0000000,35.5720930,129.3001618,136.0419973
,1163135.0000000,1732165.0000000,35.5720913,129.3002721,136.2424436
,1163145.0000000,1732165.0000000,35.5720897,129.3003825,136.5804880
,1163155.0000000,1732165.0000000,35.5720880,129.3004928,136.7771192
,1163165.0000000,1732165.0000000,35.5720864,129.3006031,138.9989993
,1163175.0000000,1732165.0000000,35.5720847,129.3007134,138.9392159
,1163185.0000000,1732165.0000000,35.5720831,129.3008237,139.3544119
,1163195.0000000,1732165.0000000,35.5720814,129.3009340,140.7408194
,1163205.0000000,1732165.0000000,35.5720798,129.3010443,139.9181099
,1163215.0000000,1732165.0000000,35.5720781,129.3011546,140.4733557
,1163225.0000000,1732165.0000000,35.5720765,129.3012649,141.5000000
,1163235.0000000,1732165.0000000,35.5720749,129.3013752,141.5000000
,1163245.0000000,1732165.0000000,35.5720732,129.3014855,141.5000000
,1163255.0000000,1732165.0000000,35.5720716,129.3015958,141.5000000
,1163265.0000000,1732165.0000000,35.5720699,129.3017061,141.5000000
,1163275.0000000,1732165.0000000,35.5720683,129.3018164,140.4212842
,1163285.0000000,1732165.0000000,35.5720666,129.3019267,137.7861494
,1163295.0000000,1732165.0000000,35.5720650,129.3020370,136.7875361
,1163305.0000000,1732165.0000000,35.5720633,129.3021473,137.0269648
,1163315.0000000,1732165.0000000,35.5720617,129.3022577,137.7708519
,1163325.0000000,1732165.0000000,35.5720600,129.3023680,137.9258958
,1163335.0000000,1732165.0000000,35.5720584,129.3024783,137.1639314
,1163345.0000000,1732165.0000000,35.5720567,129.3025886,136.4981008
,1163355.0000000,1732165.0000000,35.5720551,129.3026989,135.5902121
,1163365.0000000,1732165.0000000,35.5720534,129.3028092,131.6182777
,1163375.0000000,1732165.0000000,35.5720518,129.3029195,127.9229377
,1163385.0000000,1732165.0000000,35.5720501,129.3030298,126.3305200
,1163395.0000000,1732165.0000000,35.5720485,129.3031401,124.0339608
,1163405.0000000,1732165.0000000,35.5720468,129.3032504,122.5771747
,1163415.0000000,1732165.0000000,35.5720452,129.3033607,121.7556500
,1163425.0000000,1732165.0000000,35.5720435,129.3034710,121.4579126
,1163435.0000000,1732165.0000000,35.5720419,129.3035813,120.6733283
,1163445.0000000,1732165.0000000,35.5720402,129.3036916,119.1312937
,1163455.0000000,1732165.0000000,35.5720386,129.3038019,118.4538307
,1163465.0000000,1732165.0000000,35.5720369,129.3039122,118.5471837
,1163475.0000000,1732165.0000000,35.5720353,129.3040225,118.3248802
,1163485.0000000,1732165.0000000,35.5720336,129.3041329,117.5390567
,1163495.0000000,1732165.0000000,35.5720319,129.3042432,119.5215982
,1163505.0000000,1732165.0000000,35.5720303,129.3043535,121.9306543
,1163515.0000000,1732165.0000000,35.5720286,129.3044638,124.9720818
,1163525.0000000,1732165.0000000,35.5720270,129.3045741,128.2865726
,1163535.0000000,1732165.0000000,35.5720253,129.3046844,131.3362329
,1163545.0000000,1732165.0000000,35.5720237,129.3047947,131.8802903
,1163555.0000000,1732165.0000000,35.5720220,129.3049050,135.5343819
,1163565.0000000,1732165.0000000,35.5720204,129.3050153,136.5000000
,1163575.0000000,1732165.0000000,35.5720187,129.3051256,136.5000000
,1163585.0000000,1732165.0000000,35.5720171,129.3052359,136.5000000
,1163595.0000000,1732165.0000000,35.5720154,129.3053462,136.5000000
,1163605.0000000,1732165.0000000,35.5720138,129.3054565,136.4516175
,1163615.0000000,1732165.0000000,35.5720121,129.3055668,136.4262001
,1163625.0000000,1732165.0000000,35.5720105,129.3056771,136.3141945
,1163635.0000000,1732165.0000000,35.5720088,129.3057874,136.5000000
,1163645.0000000,1732165.0000000,35.5720072,129.3058977,136.5000000
,1163655.0000000,1732165.0000000,35.5720055,129.3060080,136.8572693
,1163665.0000000,1732165.0000000,35.5720039,129.3061184,136.9558614
,1163675.0000000,1732165.0000000,35.5720022,129.3062287,139.1311220
,1163685.0000000,1732165.0000000,35.5720006,129.3063390,141.0902591
,1163695.0000000,1732165.0000000,35.5719989,129.3064493,142.7072667
,1163705.0000000,1732165.0000000,35.5719972,129.3065596,145.2590788
,1163715.0000000,1732165.0000000,35.5719956,129.3066699,146.4556067
,1163725.0000000,1732165.0000000,35.5719939,129.3067802,146.4627361
,1163735.0000000,1732165.0000000,35.5719923,129.3068905,146.3087274
,1163745.0000000,1732165.0000000,35.5719906,129.3070008,144.4421201
,1163755.0000000,1732165.0000000,35.5719890,129.3071111,141.7742277
,1163765.0000000,1732165.0000000,35.5719873,129.3072214,140.2222958
,1163775.0000000,1732165.0000000,35.5719857,129.3073317,137.2914103
,1163785.0000000,1732165.0000000,35.5719840,129.3074420,136.3254134
,1163795.0000000,1732165.0000000,35.5719824,129.3075523,134.4289615
,1163805.0000000,1732165.0000000,35.5719807,129.3076626,131.7071059
,1163815.0000000,1732165.0000000,35.5719791,129.3077729,130.1935208
,1163825.0000000,1732165.0000000,35.5719774,129.3078832,127.7025068
,1163835.0000000,1732165.0000000,35.5719757,129.3079935,126.6952160
,1163845.0000000,1732165.0000000,35.5719741,129.3081039,126.7178501
,1163855.0000000,1732165.0000000,35.5719724,129.3082142,126.6605726
,1163865.0000000,1732165.0000000,35.5719708,129.3083245,127.8888881
,1163875.0000000,1732165.0000000,35.5719691,129.3084348,128.3206395
,1163885.0000000,1732165.0000000,35.5719675,129.3085451,126.8305866
,1163895.0000000,1732165.0000000,35.5719658,129.3086554,126.2379948
,1163905.0000000,1732165.0000000,35.5719642,129.3087657,121.9015723
,1163915.0000000,1732165.0000000,35.5719625,129.3088760,117.2858915
,1163925.0000000,1732165.0000000,35.5719608,129.3089863,116.5293579
,1163935.0000000,1732165.0000000,35.5719592,129.3090966,114.1970457
,1163945.0000000,1732165.0000000,35.5719575,129.3092069,111.6662221
,1163955.0000000,1732165.0000000,35.5719559,129.3093172,110.9985459
,1163965.0000000,1732165.0000000,35.5719542,129.3094275,109.4897588
